equipment_type,hours_used,kilometers_covered,fuel_consumed,operating_temperature_avg,load_factor,terrain_type,idle_time_hours,error_count,cumulative_hours,cumulative_km,days_since_last_maintenance,maintenance_needed
harvester,25.74409040120107,184.69512260129932,79.43684533698374,99.480923279259,47.901217839173,hilly,4.048920133691569,0,1466.4687518300943,5949.682589365546,110.04230340895882,1
other,10.771480045418787,159.85474366442415,76.8048652755684,77.2992000168771,73.53994582140055,mixed,4.14712702093166,0,909.2070997154826,5754.372737773301,1.2051251624578754,0
other,47.28041164556056,267.4379312414823,67.88844787565068,82.69597075143771,62.60671131251355,hilly,3.042455432818084,1,924.338211290433,2208.312357094271,110.80330081230052,0
other,47.51315556277668,272.5012459044288,77.48208500492258,74.09124322823196,59.45550563917985,mixed,3.0512922759511563,0,1325.2345932478722,3493.4792297898725,178.1360862711799,1
harvester,37.40232197907981,254.80335491524488,107.21396335161577,68.57311047813252,71.24258344367229,flat,3.295567608107737,1,450.3270735832568,476.45701009729487,140.8067186727773,0
other,26.12219227621679,354.95934625248054,124.60784175912617,85.18279844682147,72.98921613614212,flat,2.827360657751252,0,947.007750447619,1930.36583859,143.2962169756172,0
tractor,37.968900909913444,114.47336522826109,61.62365977048128,92.90864855263531,36.87944979147544,hilly,1.343338923139138,1,397.2514568473655,1231.2046097501798,44.3488100254626,0
harvester,31.775378976351448,75.2049244424457,115.94252383758779,68.72699905111888,77.87859476029115,rough,3.896816325238591,0,577.4269611496961,1469.8878177944157,158.27326582855548,1
harvester,24.66901040627169,62.03591168826958,40.79321248280141,83.80315742015419,88.59963823260853,hilly,0.32888351705572305,3,613.4273697641253,1309.2678458129174,85.41408489618831,1
harvester,29.995925265890275,73.63388456078258,64.21626563562077,77.87902277610957,89.10757342056746,mixed,3.1414661424077632,1,984.627680278378,6593.507805061466,67.44354461008587,0
harvester,36.82221322913871,46.72562499322681,115.98462797176828,81.87346041079947,46.73103180520589,hilly,0.16598157532780877,0,598.7084780124321,1800.6149999096203,109.5057377349364,0
other,35.33756182504946,333.0733981778056,77.1351023060237,79.25724811248024,49.11928524404108,mixed,0.6981919961495614,1,723.8726574502701,4053.4388105377184,29.050078255474713,0
other,29.419432533820466,375.9482964852457,37.459711840539796,99.6060136154016,47.87515165872638,hilly,0.7287058793698886,0,1115.2802334891712,2690.502143236886,84.18555236875669,0
planter,19.65418189278521,393.7390142642259,38.75925592333678,64.11257544924214,48.75418401137743,mixed,1.9423182130549828,0,974.158764030185,4623.61960221615,160.2187082815159,1
planter,44.3220681809003,210.36549401655842,56.36469797414949,99.85086271212816,51.33799930844134,mixed,2.630713798445732,3,1096.4231211687604,2079.245475892868,48.57348457032093,1
harvester,28.366215691319894,331.5213947848123,133.2530215260644,93.98962912581501,78.72792634818234,flat,3.0478041095240496,1,1653.4526232730911,5047.388708549288,153.62116966610563,1
tractor,32.45876742418835,174.6352903615516,71.78538393791324,62.42599962133676,38.32435122658468,hilly,2.806028265494347,1,1049.912084788479,2475.937449966956,100.31675207651783,0
harvester,45.806546754340175,319.9629094034534,109.72573604578734,69.40553232079081,68.03419362288673,hilly,4.65351996596237,1,2340.3242294154743,14827.767610915453,65.66369532867523,0
other,8.998316828214387,206.42187424971334,96.85801245989471,62.804385570913674,42.417189116917754,rough,2.7307729560359824,1,800.1129771386353,4024.5275623499547,165.9102676907392,1
harvester,29.344843463662855,220.57129266531646,108.64100788824791,94.38238130613861,86.55876878877986,rough,3.6475191321469183,2,2067.6836300833843,11570.020787202846,166.9658946294032,1
planter,25.172471562382874,57.087065142521446,111.90633363576299,98.75762842030399,64.17497746698557,hilly,1.844489717602968,0,490.6653062597965,573.5428957705566,48.49300854157543,0
other,47.62414171447557,351.3571021189107,45.09268485960539,94.32713545242517,59.85829271026151,flat,3.9121970474943746,1,993.1429963718115,6724.660441816639,140.01112831320717,0
tractor,40.32941040279614,113.14788169271284,113.29448186217243,78.2000647411189,89.17580787316635,rough,2.22192513319028,0,559.1645176012115,2566.171369280424,67.035672830298,0
planter,15.65607965272028,104.00422693237016,95.24406563669787,92.71917105701976,44.97722027061455,hilly,4.7454854446421315,2,1161.4184962804916,4847.521533284518,114.50176231292714,1
planter,32.304550638674954,145.76172920352712,81.43609496801257,65.20856513314824,57.13128627075518,hilly,0.8703206870365421,2,749.2810729632146,2305.5154534964354,19.759914127586434,1
other,44.4721910908105,24.496477634313408,18.584937596909494,92.20288643312409,46.920500206383366,flat,2.839452741527026,1,448.3655670202204,309.7505334276008,165.489319016779,0
planter,9.340704670539635,345.60525012274076,34.892453335411375,94.47139386150815,62.28131778814051,flat,2.6458155047783123,1,921.4598323937747,5979.835466157439,128.51858004958484,0
other,44.17703791590703,101.62934435957115,78.00378992635959,98.42967286914676,58.41610808968107,flat,3.5282296818150667,0,906.0194129181609,4789.155635054266,29.061729282965405,1
tractor,10.544945543170904,42.71131090371156,12.480087331255696,95.12466888422728,78.54517894820066,hilly,3.0029835178972504,0,845.4070970279035,2775.979903802769,157.57604443459627,1
harvester,47.41916487947379,149.9520159475422,31.390218310085395,83.29586416944858,66.14185044764832,flat,0.504023924342788,0,1224.3036783732846,6277.811294970227,97.00658339402052,0
other,39.82216086015489,354.6511338077908,46.55784461827124,63.80386677396456,38.21517317313659,mixed,0.9334714873070604,3,402.33995241386054,1884.5815156927679,110.98362421548205,1
planter,23.065421913669745,150.3490336569283,81.27516653480102,88.35827215051391,64.16081666958313,mixed,1.5180252354354618,1,1102.060904742736,5547.7485289737215,64.47824990531822,0
planter,37.58926202131771,122.65589058776162,85.9418392434566,99.68958654818434,81.36861588420118,hilly,2.077799972185711,0,905.7291880459537,4905.900633854142,110.54869762232877,0
other,38.30238485041032,335.5237586259865,127.80309426295388,82.65598779041873,76.80443613739743,mixed,0.101351028365263,1,1183.23544105859,5071.074840259522,149.34522356539736,1
tractor,41.355201062052714,117.69228700541464,91.24511442798843,73.57250384772321,61.78610805182882,rough,2.836699647844678,1,1274.0006467338915,5114.154580853088,21.02293039599172,0
other,26.93350300506306,343.8848970644681,37.664921394720224,98.84263328429194,37.65613849890848,rough,0.12518168118721917,1,420.7075733042823,1793.9154721636032,174.89439557837903,1
harvester,34.48318161545903,240.0686083670939,29.60006757810395,66.45493486059317,70.28346028949929,hilly,4.396245215388924,0,1065.6869315072443,4491.479461893466,109.64322889803849,0
tractor,34.31171985859547,329.8552837025407,47.443753588411845,80.54365105477162,69.72057387684279,mixed,2.1533678574122757,0,1311.933857788302,3904.0074353126724,32.61559325840187,0
tractor,38.44752165127374,193.38966744976025,14.005420103892927,96.79506910700964,55.84502051794577,mixed,0.26826082004845375,1,1172.386467586897,5950.8795983331975,2.7153011006548566,1
harvester,5.345185968040494,39.211169624208104,95.41112161837424,85.05024324529192,82.69145064455961,mixed,3.732094698686694,2,1777.1714247779053,13827.295527095415,99.72398687487863,1
other,33.7125406227177,344.6023618511973,149.76132438546688,67.30663978821514,71.6486048975789,hilly,0.40815824925669153,0,1201.735756913456,4752.845522551091,9.022119610074501,1
tractor,5.351378008117174,40.957427172799804,36.95302973126424,78.26415278380261,31.259644251087234,rough,2.0961847074868007,0,699.2881091359418,1598.0361764609568,118.21780316765388,0
other,46.18135395414093,314.6815423422591,55.376978126524754,63.505432711309396,66.98280156893006,mixed,4.706449751971385,1,706.7302485107962,1293.0622751592152,157.10776317395187,1
harvester,37.2338591936551,355.2009477315362,22.345208573719418,73.47437528704347,53.86108356483623,flat,2.140878437310752,1,1352.6083319702743,3922.593104632452,110.15628677818759,1
harvester,36.20868922516947,181.89374184103343,82.36184923124642,96.69182386459542,36.88138696027899,rough,4.704783106294674,2,1014.6294188197633,2390.2772764708116,9.755216724849179,0
tractor,41.88823434168114,164.6519416377868,83.8601070507243,61.17270435115144,33.49585881246314,mixed,3.2823519694347136,3,540.2591401728598,2158.0835988201293,104.0039258489891,1
tractor,49.59896698047271,71.20724633454012,145.1213573406254,84.0479122196041,78.79518944070122,mixed,1.8415825281306275,2,2099.681136370286,5516.3081943500665,173.0610119967018,1
tractor,26.08862188350244,49.543268681494176,46.65907439717799,98.13288641865424,36.644197470625215,hilly,0.23773804440581747,1,1401.28578102311,5891.2074747324405,36.54635310246893,0
tractor,13.15004222825329,37.09751617557802,21.33175880326259,86.28183028812072,38.13063614969033,mixed,3.6927493718505473,1,1953.6085553021194,9997.017975033623,6.891032654934127,0
planter,38.36532956177111,284.7104271971085,141.13989834840973,69.49177107980604,41.3673871868986,mixed,4.107699304628261,1,955.7821042508623,4739.073867058476,157.8587793103561,1
harvester,22.928153671721233,207.95229891094675,98.12501742472276,80.19512648089336,62.20311764437309,mixed,1.040233271331346,3,396.74908110157025,1967.5487806012147,49.3009312624001,0
planter,46.92564480294347,337.2981084378323,91.00378869493366,87.01551696982253,67.4902316217619,mixed,3.1293305480768403,1,1095.3665607463677,5353.091805357677,84.27783741720854,0
tractor,14.085730423183588,321.85047071446644,60.24296032525404,98.26350213918178,89.62288849557476,hilly,3.3699063615827534,1,1164.7908707003069,8818.160961962569,27.443366747252796,1
other,42.77621940453946,303.15378839978183,18.242724422157707,68.37658358381141,63.43665379890063,rough,2.2142915478970955,0,597.1842856692152,1110.4928950900123,179.62576860046124,0
harvester,21.0457869189827,311.53015347167343,146.97787520521118,87.93576983763768,55.00518673755235,rough,4.34346947449426,0,2031.572066999615,9711.694937760292,69.09955686610705,0
harvester,27.44381934909358,375.12183760459965,30.973347839423766,76.7932255418888,84.69647141744935,flat,1.1988986942202373,1,1122.8381848281329,3740.6024190817247,23.87724586034311,0
planter,24.51969866899886,204.58922580867699,52.476218630020284,72.5607505488946,59.54823735793411,mixed,2.900974516239885,0,1005.5010322874432,4822.890337708209,112.47425342889375,0
other,13.694005736527625,32.00713733068167,129.32263368315972,65.50201029971792,83.36468585722238,hilly,1.2394848637543783,0,974.9454750006515,5780.179961666266,130.63044795109374,0
harvester,5.038578080969723,392.36896111713224,66.91946048609952,80.69372823436852,41.688244787581255,flat,2.336793423094595,1,1531.96462851556,6647.800414051821,91.32781824477387,0
harvester,47.41249684428008,394.12423447106386,23.296851126977593,73.40773740688195,36.86524080936136,flat,1.5234817004314472,0,406.6399011570028,1452.4956210840164,59.5255572283616,0
planter,25.056179988167216,364.9770829407462,52.73731532171733,67.83827284542492,85.56256477482643,flat,3.5694573466405655,0,224.63169431316777,460.44658796447493,121.08352889619448,0
tractor,33.83925698537207,386.23607183819536,145.3271654223669,75.11197304808175,65.3905147132931,mixed,3.4678122798523496,1,1426.0421907903892,10258.631682006915,164.83475822539734,1
harvester,40.84113325530396,369.380100077986,18.321892360728306,76.0668555523414,89.30132938299526,rough,0.5646329564443753,0,624.1651282430452,941.4407327366555,164.59207363286842,0
tractor,48.81417647646303,198.43927840176454,98.5315664680458,77.2390209906737,38.30723121942032,hilly,2.245652829467455,4,1648.5578348196664,8720.283932725564,130.1430472789962,1
harvester,15.240291364393965,83.4425221676893,12.744478925330823,69.1235107338897,31.434321149867774,flat,3.5087738612924917,1,2035.0195768184124,11760.133587344437,31.81800853813672,0
planter,20.732077958192896,105.26376689347047,121.40906022937405,99.33470241459781,31.529483341786047,flat,0.5235257843121077,1,272.8598709102497,709.135419134689,57.368809007282216,0
tractor,39.97146058351456,372.06704221957347,124.18694430856874,89.8079693611011,50.08198167115011,mixed,0.5994293541200213,0,542.5299921434927,1522.7349413157797,121.16803731219966,0
harvester,26.573518170346304,183.35890688768828,110.71663188044901,82.39646744978985,89.59026499164264,mixed,0.40112145900514984,3,1995.7596119491807,5995.485062743836,116.04930460338448,1
harvester,7.7437273801789335,227.30302510139373,106.82359597428139,69.77461965170868,74.38606726503829,hilly,4.762929906587096,0,560.0990923494606,2776.319228227935,154.34898193983483,1
planter,15.016317672444384,35.242045896374776,87.47574734014542,65.31186859962284,50.56404164182543,mixed,4.172859784354736,1,1077.0761135537778,2236.898754144641,134.45666336062783,1
planter,15.923789209770197,52.39490187718774,84.84577440150036,95.53287706594274,60.88466963734137,mixed,1.4368995762778418,0,814.5246169650019,2055.890791818498,39.20743047178506,1
other,34.258064999822025,308.2738839393269,55.18307181028517,91.90058238421906,50.33554301818258,hilly,3.89880527639561,0,553.7106765169267,1928.6576549266083,108.04528730575798,0
other,34.603125751461135,160.03763504589477,86.88471548957062,89.77219862700781,54.508711869302914,flat,4.799924541188377,1,540.1732035010066,1991.0311409553797,110.72446930940023,0
planter,46.886344423384266,65.40294278176995,14.238794186357662,72.02255540447887,77.83946780401502,hilly,1.3323347060460133,0,820.8870284919597,2582.6048254858783,166.85165191697732,0
planter,9.517816357378747,147.80924669407182,77.42093147116577,86.82783175415958,59.72710148648438,flat,0.5259414243948585,0,1034.4497035110765,7322.878225248122,58.280874551281315,0
tractor,31.042303494794083,261.5807561701587,28.94194925179689,78.94477284163261,48.34989174710478,mixed,4.154780887782566,2,241.12456805434246,866.7966875183077,173.1032883299301,1
harvester,39.93012737924102,124.79359343476804,79.89967616282743,72.47994457636734,85.2916113838524,flat,1.1195406577055715,1,790.5575359329587,2384.570133930399,64.21804973553728,1
harvester,34.43528678801049,82.15498398778911,18.888557274058826,94.18020369272801,63.836767696132654,mixed,4.41576493185916,1,1120.7174952670407,4422.113349861418,174.12236586935333,0
other,5.56789379401166,30.921084849406604,33.90961422950025,68.43666224562719,75.83733181860826,hilly,0.42583583355278176,2,973.9029744178767,4655.264609815896,67.96492697965449,0
tractor,40.771828284652884,82.2023078834452,85.53211590041114,80.32294921272843,36.01886943417681,mixed,1.8480214880688228,1,1129.157537389704,3795.0391575765816,28.54147153223683,1
other,19.57676367045964,362.1564224736749,80.75892971369522,72.6722053266263,83.79049410669188,hilly,0.78581411495875,2,1355.326590475011,3610.7079824952757,41.33987413233796,0
planter,36.22726075922678,346.7767237587244,63.26499124160106,98.5943967507428,45.89956747323246,mixed,4.052049663675151,1,549.0313939200403,1527.9855802650372,93.62633410401702,0
harvester,39.33245003775351,78.17223115973513,146.2856455092635,74.57317538914378,67.69442555653575,mixed,2.8795523370869818,2,1680.3791584102767,7424.512463011059,83.70870453913882,1
other,35.5943666376332,399.094397695409,103.26731377220595,70.49392600267103,42.19835826017638,hilly,4.446134457924936,1,222.64483321378106,575.7414519710585,122.93070019662443,0
planter,14.662342739430144,173.83623442293734,147.41762128122525,66.32169279105494,70.28704914932626,mixed,2.728885766124688,3,1054.3677314810666,5708.6390004361565,71.75663453146015,1
tractor,25.704648462931807,245.90119960220707,128.28460949568063,92.54184719993279,69.46343432166796,flat,0.9548444887962471,1,1733.2478651425351,7024.554044036323,82.56737630373564,0
planter,41.82204056718157,394.80526872950907,49.435456710743566,72.61301421520584,84.1726800634672,flat,2.4925373326205067,1,1190.691423949209,4527.896332274006,79.33977328567158,1
planter,16.023081379705236,297.65740061118584,22.450934265765532,74.02378689104538,84.6829993996801,rough,0.5558466637692061,3,553.1660929927589,828.787330699374,67.89829951283266,0
tractor,23.015503319736887,357.7275530448298,83.4620964601334,94.67773983767476,67.60616770546844,hilly,3.624565714261716,0,1135.981546270465,5071.616329953303,83.21550173944071,0
tractor,43.185951832811014,132.2787302972551,99.81979799322494,62.04638056785085,58.81140463932167,mixed,3.595821908894447,2,1425.6386824361348,5633.065185798474,66.49103486366664,1
planter,9.032317717658952,102.02600229078071,119.45949552863415,71.16080709674581,38.658148944711186,hilly,2.734010129572561,0,680.3112437789248,1660.473303680931,114.2560072498775,0
planter,31.42939145774369,236.5789922379892,114.96745816679456,86.81503641741355,46.60840782696923,flat,3.871110955780066,1,882.3131543285601,2080.382145279248,40.37645667677449,0
tractor,26.79786121023783,204.66846603624742,32.67653988730905,93.49551263767532,77.80872712081525,rough,4.877883172177794,2,555.9124809051896,1215.3148692631817,53.74950739364814,0
planter,28.300467671625626,269.89444074399944,81.63284763011393,61.1435683975886,33.96038598779595,rough,1.907191490745036,2,1013.8596886319401,2819.7263745507266,124.80167881718499,1
tractor,12.967596355215665,184.80444846312957,96.84729276213194,61.042664277303956,54.275509982752965,rough,4.805622009258586,0,1962.0263303700897,7462.399080753229,95.5834180288661,1
other,12.363669901219442,315.2076940777225,130.5007588026995,95.56902408339575,48.24447532988108,rough,4.259181293809503,0,846.9497681265992,4651.315713581306,170.51862004929353,0
tractor,45.65926334122037,127.66811292461793,145.37840840102925,90.68813535822737,89.44049107627136,mixed,0.7085760412378622,1,1090.6393877084301,5326.421790299128,123.56533416261843,1
tractor,5.090506895544609,230.78818156241633,43.31376600313312,89.82435713999374,56.780979862957565,hilly,1.6394435931857236,1,939.3086181759884,3520.734804184707,147.1854943303903,1
tractor,7.5261641184417085,158.03763619230114,143.91690962647593,99.33944216766409,42.124230057969555,rough,0.08218028966163582,0,734.8335043282536,2090.3674454265497,143.99423237591355,0
planter,13.80414859487182,81.48798835099507,115.09103619037354,69.79188248621182,30.16766302922308,hilly,4.3098337807855405,2,1286.354516821173,4436.753003165604,50.62327632851693,1
tractor,38.97357597797161,372.22595119385636,114.15914609509983,72.37467468545245,63.71078248315215,rough,0.019630284946327015,0,1075.642628142425,6727.930744544407,10.059340495534054,0
planter,9.67167109051212,345.82665221853847,83.17703911151386,90.87728448959493,37.605371737524905,flat,3.298329658453741,0,752.849502806936,3257.428074641049,60.42387443686073,1
tractor,36.817327702134165,36.24634434473135,37.6757719971934,73.54389417017411,77.6703508724845,mixed,3.745524806998739,1,825.0343598732744,1823.937780405257,140.52841401840453,0
planter,20.0228733531204,30.962392110208235,27.321932346199397,77.82903541649532,79.10030013806822,mixed,4.67448224258787,2,590.2746530515644,1347.4844516524101,174.2339073560874,0
tractor,13.588219987861315,116.99728736013115,48.67715307839947,85.81071788989331,33.29891253737288,hilly,2.1115693892801612,0,661.7588200084081,2003.2030411358942,46.88516937415916,0
tractor,26.98410289873515,238.2267664063789,135.58039121287965,95.28371914995975,55.481109508335294,mixed,1.3089500055135372,0,284.1926756595737,607.7313409596402,171.74917389748407,1
planter,34.76935627171164,194.74129697765417,61.892829507850976,70.58064874341167,33.98920818089232,flat,4.450036373470288,1,655.9448160939589,1232.2567961935285,163.19862817453495,1
planter,16.025389785834626,313.71548505487243,19.292675431817194,67.52228574862124,51.51744633031164,flat,4.348084992249346,3,681.7693248599278,637.7599349630717,25.87390636285603,1
planter,37.29327785912367,115.79688474331071,142.69918039477852,81.52880885444434,32.00317095787687,hilly,0.29314350211291973,0,454.6105198772461,321.3313734251026,43.15708682864265,0
tractor,29.829962224050252,173.04597222646183,36.60529403282251,90.90674939456679,59.33969284072576,flat,4.54749521470358,0,935.1496045614101,1973.5929318129138,16.054199132557482,0
planter,20.893442034334438,100.09143440390076,118.10093224290668,67.07531760637805,45.224923223693516,hilly,4.702438684846249,0,1063.1881216943145,4838.856837536759,90.14023286810358,0
tractor,35.142585329926035,184.07705962339168,116.5839284354943,92.8560857406163,70.31094671319136,rough,2.455192349190613,2,1024.8613062656289,5721.25521450142,140.6309052560521,1
harvester,12.149022780315686,300.15366557827343,106.58781615791536,81.72331556423131,63.953385362545944,hilly,4.06476491823603,2,1378.4015548102625,8621.499298847333,9.34881971572018,0
planter,38.99246347874862,72.59390108947045,124.36693941324188,82.21568715913183,30.25651213012688,flat,2.497811555701177,1,995.5546822567235,4062.3860440050776,162.83062582889417,1
harvester,25.537346999922267,20.108860269305914,80.90476185851416,96.96975737375163,41.946137423890406,rough,3.5891488807044563,1,803.2361724363438,1159.4599862624261,161.3838123508835,1
other,28.276332144738955,38.80171260057294,133.41494172163544,73.7299876322237,81.38023949014246,mixed,3.248315817347638,0,383.7054891266088,684.5777663365498,4.940884704414227,0
tractor,49.48504721796043,309.35077990681685,21.272101371903467,86.40753111370304,46.250349890277306,mixed,4.4058504423708715,2,835.6329229134301,6120.339841433459,148.21396483978572,1
other,34.701354978351034,104.37663490550142,145.16215816282903,64.98446705854667,58.81243246328618,mixed,0.07553722793852191,3,552.2856088051908,1884.4336445505655,70.21777754034306,1
harvester,8.815910731085598,346.28527752174386,31.956263797524706,94.58165011590157,48.679972297975624,flat,0.676812308801289,0,1952.6612483764936,10404.923337661336,68.66750727050156,1
harvester,32.354240494618324,202.22669243373187,44.36777500061845,66.54206845291786,74.22506148953919,mixed,2.9273501451144464,1,560.4882830756429,892.8690416174769,111.68291679310947,0
other,47.52234078921561,191.0812937634993,114.91873075616667,85.84281037085833,58.37651181250289,mixed,3.530204919790841,2,1033.975405407746,3162.5440223922496,33.26182367550455,0
planter,49.16766601864488,379.6004393331898,146.21552629197834,98.07070473359768,30.45965201342634,flat,0.02186839550489761,4,661.7641028526416,2251.24993087227,164.98384105266516,0
other,48.63477914387446,269.2974304057459,82.16559966224116,70.90896946505693,69.4859330884502,rough,0.8336662390267163,1,312.3976782018691,404.3031097896895,116.36156665039914,1
other,37.4549412606379,268.9518613549377,33.11961373162793,99.64571094972547,57.816259337453204,hilly,4.61923312096348,1,913.9462241338204,3246.5769001858803,135.40712199609368,0
harvester,18.848931982897724,128.6066319100014,52.64231825313529,86.72244507314873,87.2468135244323,mixed,3.2800728979575315,1,779.2284904834263,2263.7615540025877,83.27048924747511,0
harvester,15.402869203461917,87.52630962002252,149.3253856159656,90.11950772515397,54.519587847310845,rough,1.9005299935790199,0,1140.9588353829486,3981.279661866253,33.22893209405459,0
harvester,40.49372655505721,332.92102287552103,104.96056480080551,93.56274301670732,73.16924822145673,flat,4.64624457621568,2,366.495599247938,1524.920834602296,68.68956026311452,0
planter,28.513203206722302,248.08342545754746,47.56634911670555,75.33442076540148,63.19424717312968,flat,3.5826358811070236,2,635.5481172614889,2405.706247195221,160.33798890063758,0
harvester,36.45427823037656,220.1809257435258,104.14719294155094,93.4333304363936,41.05374781631904,rough,0.9879869242053974,0,826.4827146893695,4409.352909127217,82.51082429713787,0
harvester,10.833642596634188,114.49364474567894,124.98084987470591,85.5551362242611,86.9855876827713,flat,3.686348415628522,1,905.9091157362207,2658.4771237544696,67.45105327086739,0
other,20.099551822604248,197.26656492802815,135.3181274089908,75.38335171440872,54.22129064739983,mixed,4.596492191888372,2,567.4287893206172,3016.0627009891905,128.58278736872774,0
tractor,30.375824936270053,162.0323168288267,29.302950692472656,98.34310726579456,57.710537539518455,rough,0.11110319759969178,0,1760.5811955517775,4272.294907747258,77.77830156402823,0
planter,29.789266048128106,293.01036397709856,27.059035036179203,87.79532421909154,56.971970759118435,hilly,2.5365925033982446,0,537.3535276715954,486.39647143025485,113.06196021336326,0
planter,21.394607230193074,342.85828087888143,116.53827191456529,68.836528111864,54.783397392810194,flat,2.473341411136717,0,454.48972597372494,422.60476578812876,34.35937633656259,0
harvester,48.888553095497855,350.8061359802342,63.61263721773348,93.48276970228282,74.19347893985696,mixed,3.4171329520900184,0,430.1848381255395,993.5022836239499,179.0431059095017,0
other,19.686257970107764,258.0273624087645,110.6562115029022,65.70723125924751,38.40408032979554,flat,0.7343725648441346,0,1168.253284779057,2358.6450029958205,28.0071703816042,0
other,35.74996905625691,219.02665090027008,106.96859425386639,61.75749626220778,52.10384221326129,mixed,3.758529800896575,2,1071.6016377539227,1853.9962130433935,42.952513966281224,0
other,24.96157098710683,178.28311232583354,55.71916369423877,71.4535777021916,82.91758058912647,rough,2.995985455105541,2,767.9177111280883,1885.328927822973,157.4542186670684,0
other,12.608017752407585,209.80874807785523,111.5400077488926,63.33083525232296,68.05721487726287,rough,1.646378646112288,4,762.7463016130017,2274.1255977729916,57.02506366640382,0
harvester,24.731075350497097,296.97580891543095,146.84373756689453,91.33689206288423,64.8329593120224,flat,0.028166391906912502,5,140.10879032421934,523.3020649930988,170.20802784379185,1
tractor,17.401667748978642,277.171563242427,113.07678748886961,69.71287420044935,60.229205923242475,hilly,2.549388273802033,2,643.6741379728591,1373.298984379156,144.43489540912964,1
planter,29.0398594085084,128.58589721787854,40.069115904069754,83.61613036112249,84.95301206018436,rough,0.3851334818561575,1,626.8518185989278,1369.22521859826,161.54120528756064,1
planter,31.179877689999586,353.21883757020396,26.637234446068756,76.59834008810078,46.30498720323153,mixed,0.3190237204896751,1,347.98950728137936,2204.9176482219964,60.233227536429055,0
planter,22.31832817183279,100.13831586237667,115.166850538024,66.0145556134329,77.93413888922623,hilly,0.06363640844960272,4,789.6178585896913,2721.144350140664,81.44918278014015,0
tractor,41.85644093763678,237.6518030934726,13.952347412869539,63.4709312823598,68.973194964372,mixed,1.8592465135197944,1,1921.8919104412162,10743.551118793419,140.18592983999,1
harvester,16.81410629731658,85.48765927789341,12.522330666818153,63.75458638906029,38.84823629319671,mixed,2.112666774424884,0,2198.9431308116755,6854.487328057936,122.96443802892018,0
tractor,43.507808786378334,318.19148363981503,126.84062109929343,71.062812617132,57.96394705912414,rough,4.691648892882593,0,1731.9754268038398,8186.705976551188,82.47818266815462,1
planter,14.888611248264729,152.76618283453425,139.76742641147368,80.15248363105549,68.81016219585207,mixed,1.1758511956230588,2,308.14965681088506,918.4896563851756,69.73869032116599,0
tractor,20.78334044972648,279.2257317296959,90.3151748407368,99.1226923538489,81.96692269351743,rough,0.4579601707223435,0,564.1273274025808,1169.2679211168825,110.35604447905716,1
tractor,45.02998015259029,127.00942465915874,58.73785344324429,84.87805399241876,87.98786624170415,rough,0.6925338891257959,0,1606.1608944353975,4879.65520880964,28.254563290025924,1
planter,33.86211399410763,275.45165349068986,149.7228720748732,65.5495164490711,41.479530161427405,flat,4.859235271403943,0,589.3040489440705,1400.9470530297478,167.89098972432265,0
other,14.387249841569034,150.4136434084775,84.17841246752559,66.19590741958339,66.75119012141215,rough,0.8277658988734693,1,783.7891809576358,2830.12613088871,1.1788196157827373,0
other,19.152611399942728,65.37322825596537,53.421309722213685,77.37183928468808,45.324682558962486,hilly,3.4057703616522312,2,835.0645396323158,4587.187857331777,161.23108689159764,1
other,7.426060649422525,254.72836412997572,82.56967068318562,90.45063344393813,76.35788331264851,rough,3.952461781241653,0,413.55929817742947,1780.84160028725,9.969158359254344,0
planter,12.211411727109695,182.33432906303844,25.424665582616598,77.85334961763311,63.6921541860802,rough,0.9651808110716054,1,421.55981198275947,593.3169792208921,159.52223797812053,0
harvester,43.477732837274935,267.5619314163887,16.121597359891695,77.62614747709765,69.60396009800999,rough,3.725758267633929,0,1677.8007937936218,5397.541210487039,27.287429606596206,1
harvester,26.959106978746664,294.6814326304499,145.76775985027723,94.47259619292356,42.2544573148897,mixed,4.231038849394815,1,457.0092695646714,2095.0525258496436,14.356810946798765,0
other,7.243222758576875,53.72164327954336,43.43928495154798,95.50633313849104,49.97642162533148,rough,4.166146319939028,3,943.4033858131196,3307.273949025914,13.688505539833574,1
planter,11.998244655735167,98.39333015300979,75.5558272348901,91.18567289665555,86.35771641701761,mixed,3.50152796157238,1,1042.2943543684746,2916.889636122124,124.40469580906179,1
tractor,47.6062385491098,133.68273156437573,52.75476399202462,79.2471863644877,85.11254010595133,flat,3.984963119895361,2,1324.2231911802885,8329.390311354617,34.31200058712423,0
other,46.47855550706849,234.87070938910392,112.07881374794397,85.44172021751731,89.88288130365441,rough,2.5386548200611907,1,328.5009471951778,850.143843057155,73.5890146409719,0
harvester,9.659029423327466,353.2717269936073,62.04724711572485,82.90461568580511,84.02266373285588,mixed,4.167672835546286,1,828.5098441791833,3679.6780488094346,124.72070887935871,0
harvester,6.789486660332737,288.49520929451626,62.10203994733668,92.8501665511506,51.83210763733912,flat,0.016811891614683105,1,904.4570851897843,3174.7452981612046,23.354113070075663,0
harvester,14.357855322401479,268.59138512911517,29.045401689972703,71.60389787045892,49.87851325940372,flat,3.4794732573168936,1,1170.3334153256155,5010.297073148577,47.637557525643075,0
tractor,45.89936493066197,31.23006055781505,58.29089103213473,92.93534870016235,67.69733967511928,mixed,0.31831666620503796,0,1041.1956121654391,5145.750116500151,129.59472370800643,0
